ID,Distance,Galactocentric Radius,Vobs,e_Vobs,Vgas,Vdisk,Vbul,SBdisk,SBbul,Radius,gobs,gbar,L10(gobs),L10(gbar),tdyn,tdyn,Luminosity,Mass
,Mpc,kpc,km/s,km/s,km/s,km/s,km/s,,,m,m/s2,,,,seconds,Gyr,,
NGC6015,17,11.13,149,3.2,39.92,119.88,0,8.66,0,3.43472E+20,6.4637E-11,4.64807E-11,-10.18951855,-10.33272704,2.71837E+15,0.086188113,32.129,5.834
NGC6015,17,11.95,152,2.8,43.13,116.47,0,5.98,0,3.68777E+20,6.26503E-11,4.18287E-11,-10.20307665,-10.37852577,2.96924E+15,0.094141932,32.129,5.834
NGC6015,17,12.72,153,2.4,45.67,112.55,0,3.85,0,3.92539E+20,5.96348E-11,3.75841E-11,-10.22450017,-10.42499529,3.23176E+15,0.102465455,32.129,5.834
NGC6015,17,13.58,156,2.2,47.33,108.33,0,2.84,0,4.19079E+20,5.80702E-11,3.33482E-11,-10.23604649,-10.47692778,3.54496E+15,0.112395791,32.129,5.834
NGC6015,17,14.43,158,2.8,48.11,104.74,0,2.01,0,4.4531E+20,5.60598E-11,2.98333E-11,-10.25134808,-10.5252994,3.8635E+15,0.122495218,32.129,5.834
NGC6015,17,15.29,158,3.1,48.44,101.4,0,1.41,0,4.71849E+20,5.29067E-11,2.67636E-11,-10.27648923,-10.5724553,4.19884E+15,0.133127465,32.129,5.834
NGC6015,17,16.02,159,3.8,48.44,98.71,0,0.96,0,4.94377E+20,5.11371E-11,2.44552E-11,-10.29126418,-10.61162862,4.49618E+15,0.142554798,32.129,5.834
NGC6015,17,16.88,161,3.6,48.11,95.6,0,0.61,0,5.20917E+20,4.97603E-11,2.1988E-11,-10.30311661,-10.65781376,4.86733E+15,0.154322544,32.129,5.834
NGC6015,17,17.73,163,4,47.66,92.8,0,0.44,0,5.47148E+20,4.85591E-11,1.9891E-11,-10.31372945,-10.70134343,5.24474E+15,0.166288554,32.129,5.834
NGC6015,17,18.59,162,4.8,47,90.22,0,0.3,0,5.73687E+20,4.57462E-11,1.80388E-11,-10.33964528,-10.74379168,5.63941E+15,0.178801767,32.129,5.834
NGC6015,17,19.32,164,5.7,46.67,88.2,0,0.22,0,5.96215E+20,4.51112E-11,1.67009E-11,-10.34571535,-10.77726019,5.97491E+15,0.189439234,32.129,5.834
NGC6015,17,20.18,165,7,46.56,85.97,0,0.15,0,6.22755E+20,4.3717E-11,1.5349E-11,-10.3593492,-10.81391941,6.36969E+15,0.201955906,32.129,5.834
NGC6015,17,21.04,166,6.3,46.12,83.92,0,0.1,0,6.49294E+20,4.24399E-11,1.41224E-11,-10.37222548,-10.85009028,6.78057E+15,0.21498308,32.129,5.834
NGC6015,17,21.89,163,7,45.56,82.02,0,0.07,0,6.75525E+20,3.93309E-11,1.30313E-11,-10.40526647,-10.88501128,7.1999E+15,0.228278385,32.129,5.834
NGC6015,17,22.63,159,8.5,45.34,80.48,0,0.05,0,6.98362E+20,3.62004E-11,1.22182E-11,-10.44128623,-10.91299166,7.56025E+15,0.239703501,32.129,5.834
NGC6015,17,23.48,155,9.1,45.12,78.82,0,0.04,0,7.24593E+20,3.31566E-11,1.13835E-11,-10.47943062,-10.94372394,7.97827E+15,0.252957342,32.129,5.834
NGC6015,17,24.34,154,8,44.68,77.25,0,0.03,0,7.51132E+20,3.15737E-11,1.06025E-11,-10.50067505,-10.97459261,8.41695E+15,0.266865766,32.129,5.834
NGC6015,17,25.19,149,5.4,44.57,75.79,0,0.02,0,7.77363E+20,2.85594E-11,9.94465E-12,-10.54425155,-11.00241038,8.84132E+15,0.280320943,32.129,5.834
NGC6015,17,25.93,153,3.1,46.56,74.58,0,0.01,0,8.002E+20,2.92539E-11,9.6601E-12,-10.53381558,-11.01501838,9.1014E+15,0.288567038,32.129,5.834
NGC6015,17,26.78,156,3,42.58,73.28,0,0.01,0,8.26431E+20,2.94471E-11,8.69161E-12,-10.5309573,-11.06089973,9.75109E+15,0.309165785,32.129,5.834
NGC6015,17,27.64,151,9.4,40.7,72.03,0,0.01,0,8.5297E+20,2.67313E-11,8.02468E-12,-10.57298007,-11.09557251,1.03099E+16,0.326882405,32.129,5.834
NGC6015,17,28.37,158,7.7,39.26,71.03,0,0,0,8.75498E+20,2.85141E-11,7.52327E-12,-10.54494108,-11.12359341,1.07876E+16,0.342028774,32.129,5.834
NGC6015,17,29.23,152,3.4,38.26,69.88,0,0,0,9.02038E+20,2.56131E-11,7.03634E-12,-10.59153756,-11.15265336,1.13224E+16,0.358985876,32.129,5.834
NGC6503,6.26,0.76,77,10,4.04,70.72,0,834.73,0,2.34536E+19,2.52797E-10,2.13939E-10,-9.597228064,-9.669710015,3.311E+14,0.010497795,12.845,1.744
NGC6503,6.26,1.52,100,5,7.62,123.17,0,563.29,0,4.69072E+19,2.13187E-10,3.2466E-10,-9.67123951,-9.488570595,3.80106E+14,0.012051563,12.845,1.744
NGC6503,6.26,2.28,110,2,9.72,142.64,0,225.6,0,7.03608E+19,1.71971E-10,2.90512E-10,-9.764545398,-9.536836109,4.92134E+14,0.01560349,12.845,1.744
NGC6503,6.26,3.04,118,2,12.42,134.42,0,66.48,0,9.38144E+19,1.48421E-10,1.94245E-10,-9.828505491,-9.711649802,6.9496E+14,0.022034234,12.845,1.744
NGC6503,6.26,3.79,121,2,13.35,121.97,0,28.63,0,1.16959E+20,1.2518E-10,1.28719E-10,-9.902464391,-9.890357158,9.53227E+14,0.030222783,12.845,1.744
NGC6503,6.26,4.55,121,2,14.78,111.53,0,14.64,0,1.40413E+20,1.04271E-10,9.0144E-11,-9.981836578,-10.04506318,1.24806E+15,0.039570684,12.845,1.744
NGC6503,6.26,5.31,117,2,17.55,103.23,0,8.92,0,1.63867E+20,8.35375E-11,6.69107E-11,-10.07811872,-10.17450417,1.56494E+15,0.049617584,12.845,1.744
NGC6503,6.26,6.07,116,2,19.2,96.65,0,6.87,0,1.8732E+20,7.18342E-11,5.18356E-11,-10.14366863,-10.28537153,1.90098E+15,0.060272108,12.845,1.744
NGC6503,6.26,6.83,116,2,20.33,91.96,0,5.31,0,2.10774E+20,6.3841E-11,4.20828E-11,-10.19490065,-10.37589543,2.23798E+15,0.070956852,12.845,1.744
NGC6503,6.26,7.59,116,2,21.66,87.62,0,2.98,0,2.34227E+20,5.74484E-11,3.478E-11,-10.24072172,-10.4586709,2.5951E+15,0.082279683,12.845,1.744
NGC6503,6.26,8.35,115,1,22.79,83.25,0,1.95,0,2.57681E+20,5.13231E-11,2.89115E-11,-10.28968672,-10.53892924,2.98542E+15,0.094655124,12.845,1.744
NGC6503,6.26,9.11,115,1,23.92,79.58,0,1.74,0,2.81135E+20,4.70415E-11,2.45617E-11,-10.32751862,-10.60974163,3.3832E+15,0.107267035,12.845,1.744
NGC6503,6.26,9.86,116,1,24.84,76.81,0,1.53,0,3.0428E+20,4.42225E-11,2.14171E-11,-10.35435686,-10.66923833,3.76926E+15,0.119507151,12.845,1.744
NGC6503,6.26,10.64,117,1,25.46,74.18,0,0.83,0,3.2835E+20,4.16902E-11,1.87327E-11,-10.37996583,-10.72740001,4.18667E+15,0.132741614,12.845,1.744
NGC6503,6.26,11.38,117,1,26.38,71.5,0,0.58,0,3.51187E+20,3.89793E-11,1.65386E-11,-10.40916646,-10.78150003,4.60807E+15,0.146102423,12.845,1.744
NGC6503,6.26,12.12,118,1,27.2,69.18,0,0.42,0,3.74023E+20,3.72276E-11,1.47737E-11,-10.42913453,-10.83051026,5.03158E+15,0.159530128,12.845,1.744
NGC6503,6.26,12.86,117,1,28.13,67.04,0,0.3,0,3.9686E+20,3.44933E-11,1.33187E-11,-10.46226517,-10.87553779,5.45868E+15,0.173071537,12.845,1.744
NGC6503,6.26,13.7,116,1,28.74,64.84,0,0.2,0,4.22782E+20,3.18273E-11,1.18979E-11,-10.49720051,-10.9245301,5.96106E+15,0.188999913,12.845,1.744
NGC6503,6.26,14.44,115,1,28.64,63.05,0,0.14,0,4.45618E+20,2.96779E-11,1.07616E-11,-10.52756743,-10.9681245,6.43493E+15,0.204024405,12.845,1.744
NGC6503,6.26,15.18,117,1,28.33,61.39,0,0.1,0,4.68455E+20,2.92216E-11,9.7583E-12,-10.53429597,-11.01062597,6.92862E+15,0.219677281,12.845,1.744
NGC6503,6.26,15.91,116,1,28.13,59.88,0,0.07,0,4.90983E+20,2.74063E-11,8.9146E-12,-10.56215012,-11.04989836,7.42134E+15,0.235299248,12.845,1.744
NGC6503,6.26,16.65,115,2,28.33,58.45,0,0.05,0,5.13819E+20,2.57386E-11,8.21105E-12,-10.58941448,-11.08560152,7.91053E+15,0.250809597,12.845,1.744
NGC6503,6.26,17.49,115,2,28.23,56.93,0,0.03,0,5.39741E+20,2.45025E-11,7.48128E-12,-10.61079005,-11.12602396,8.49386E+15,0.269304217,12.845,1.744
NGC6503,6.26,18.23,115,2,27.82,55.71,0,0.02,0,5.62578E+20,2.35079E-11,6.89248E-12,-10.62878691,-11.16162446,9.03449E+15,0.286445388,12.845,1.744
NGC6503,6.26,18.97,114,2,27.2,54.55,0,0.02,0,5.85414E+20,2.21997E-11,6.34686E-12,-10.65365355,-11.19744102,9.604E+15,0.304502209,12.845,1.744
NGC6503,6.26,19.71,115,2,26.9,53.46,0,0.01,0,6.08251E+20,2.17427E-11,5.88833E-12,-10.66268687,-11.2300077,1.01635E+16,0.322242955,12.845,1.744
NGC6503,6.26,20.45,114,2,26.69,52.44,0,0.01,0,6.31087E+20,2.0593E-11,5.48626E-12,-10.68627953,-11.26072332,1.07252E+16,0.340051417,12.845,1.744
NGC6503,6.26,21.29,116,2,26.49,51.35,0,0.01,0,6.57009E+20,2.04807E-11,5.08142E-12,-10.6886556,-11.29401466,1.13709E+16,0.360521719,12.845,1.744
NGC6503,6.26,22.03,115,3,26.18,50.44,0,0,0,6.79846E+20,1.94529E-11,4.75047E-12,-10.71101474,-11.32326357,1.19629E+16,0.379293415,12.845,1.744
NGC6503,6.26,22.76,118,4,25.87,49.61,0,0,0,7.02374E+20,1.98242E-11,4.4569E-12,-10.70280416,-11.3509671,1.25536E+16,0.398020965,12.845,1.744
NGC6503,6.26,23.5,115,10,25.46,48.79,0,0,0,7.2521E+20,1.82361E-11,4.17627E-12,-10.7390681,-11.37921101,1.31776E+16,0.417806997,12.845,1.744
NGC6674,51.2,2.5,206,75,0,122.77,171.6,669.71,11.84,7.715E+19,5.50045E-10,5.77045E-10,-9.25960149,-9.238790209,3.65648E+14,0.011593148,214.654,32.165
NGC6674,51.2,7.49,285,8,0,218.15,99.53,282.14,0,2.31141E+20,3.51408E-10,2.48747E-10,-9.454188019,-9.604242801,9.63963E+14,0.030563183,214.654,32.165
NGC6674,51.2,12.54,291,7,0,234.07,76.92,106.66,0,3.86984E+20,2.18823E-10,1.56868E-10,-9.65990748,-9.804465766,1.57065E+15,0.049798691,214.654,32.165
NGC6674,51.2,17.45,274,5,0,221.55,65.21,40.36,0,5.38507E+20,1.39415E-10,9.90456E-11,-9.855690227,-10.00416483,2.33173E+15,0.073929268,214.654,32.165
NGC6674,51.2,22.47,266,4,23.41,205.25,57.46,19.71,0,6.93424E+20,1.02039E-10,6.63046E-11,-9.991235721,-10.17845608,3.23391E+15,0.102533515,214.654,32.165
NGC6674,51.2,27.48,255,2,35.47,190.15,51.96,8.34,0,8.48033E+20,7.66775E-11,4.73036E-11,-10.11533229,-10.32510602,4.23408E+15,0.134244853,214.654,32.165
NGC6674,51.2,32.5,250,2,42.22,174.2,47.78,3.62,0,1.00295E+21,6.23162E-11,3.43099E-11,-10.20539927,-10.46458077,5.40667E+15,0.171422702,214.654,32.165
NGC6674,51.2,37.51,242,2,45.59,160.68,44.48,1.58,0,1.15756E+21,5.05927E-11,2.58086E-11,-10.29591225,-10.58823535,6.69714E+15,0.212337881,214.654,32.165
NGC6674,51.2,42.42,237,2,49.68,149.48,41.82,0.7,0,1.30908E+21,4.29072E-11,2.029E-11,-10.36746989,-10.6927175,8.03234E+15,0.254671505,214.654,32.165
NGC6674,51.2,47.44,235,2,50.91,139.94,39.55,0.3,0,1.464E+21,3.7722E-11,1.62153E-11,-10.42340488,-10.7900739,9.50183E+15,0.301262836,214.654,32.165
NGC6674,51.2,52.45,236,2,48.66,131.98,37.61,0.13,0,1.61861E+21,3.44098E-11,1.30983E-11,-10.46331741,-10.88278449,1.11164E+16,0.352453043,214.654,32.165
NGC6674,51.2,57.47,242,2,50.7,125.25,35.93,0.06,0,1.77352E+21,3.30213E-11,1.10227E-11,-10.48120639,-10.95771219,1.26845E+16,0.402173049,214.654,32.165
NGC6674,51.2,62.48,246,2,51.01,119.5,34.46,0.03,0,1.92813E+21,3.13858E-11,9.37164E-12,-10.50326673,-11.02818452,1.43437E+16,0.454777574,214.654,32.165
NGC6674,51.2,67.4,242,4,48.35,114.62,33.18,0.01,0,2.07996E+21,2.81563E-11,7.96955E-12,-10.55042509,-11.09856614,1.61551E+16,0.512211461,214.654,32.165
NGC6674,51.2,72.41,242,5,44.77,110.24,32.01,0,0,2.23457E+21,2.62081E-11,6.79407E-12,-10.58156374,-11.16786976,1.81356E+16,0.575003414,214.654,32.165
NGC6789,3.52,0.1,13.9,3.84,2.8,7.62,0,126.29,0,3.086E+18,6.26086E-11,2.13559E-11,-10.20336632,-10.67048151,3.80136E+14,0.012052497,0.1,0.017
NGC6789,3.52,0.3,29.9,3.92,7.72,17.26,0,62.07,0,9.258E+18,9.65662E-11,3.86159E-11,-10.0151748,-10.41323384,4.89638E+14,0.015524364,0.1,0.017
NGC6789,3.52,0.51,46.7,4.1,11.07,20.43,0,30.5,0,1.57386E+19,1.3857E-10,3.43061E-11,-9.858332337,-10.4646288,6.77326E+14,0.021475128,0.1,0.017
NGC6789,3.52,0.71,60.4,9.4,11.87,21.37,0,16.58,0,2.19106E+19,1.66502E-10,2.72733E-11,-9.778580393,-10.56426272,8.96311E+14,0.028418216,0.1,0.017
NGC6946,5.52,0.19,153,8,0.96,24.4,233.17,1609.94,5052.7,5.8634E+18,3.99239E-09,9.37417E-09,-8.398766661,-8.028067,2.50097E+13,0.000792951,66.173,5.67
NGC6946,5.52,0.56,130,9,2.86,62.52,168.53,1346.02,485.78,1.72816E+19,9.77919E-10,1.87016E-09,-9.009697244,-8.728122125,9.61287E+13,0.003047834,66.173,5.67
NGC6946,5.52,0.94,128,3,4.5,91.94,137.01,1105.63,4.79,2.90084E+19,5.64802E-10,9.39209E-10,-9.248103836,-9.027237701,1.75744E+14,0.005572102,66.173,5.67
NGC6946,5.52,1.22,134,3,5.34,109.48,120.39,984.97,0.11,3.76492E+19,4.76929E-10,7.04082E-10,-9.321546156,-9.152376528,2.31242E+14,0.007331696,66.173,5.67
NGC6946,5.52,1.59,129,4,6.46,127.82,105.47,802.43,0,4.90674E+19,3.39146E-10,5.60527E-10,-9.469613625,-9.251403425,2.95868E+14,0.009380728,66.173,5.67
NGC6946,5.52,1.96,131,7,6.51,138.39,94.99,679.4,0,6.04856E+19,2.8372E-10,4.66512E-10,-9.547109402,-9.331136964,3.60076E+14,0.011416495,66.173,5.67
NGC6946,5.52,2.34,138,8,6.51,151.17,86.94,641.26,0,7.22124E+19,2.63722E-10,4.21719E-10,-9.578853606,-9.374977239,4.13804E+14,0.013119969,66.173,5.67
NGC6946,5.52,2.71,139,5,6.44,166.55,80.79,529.81,0,8.36306E+19,2.31028E-10,4.10225E-10,-9.636335612,-9.386977404,4.51514E+14,0.014315602,66.173,5.67
NGC6946,5.52,2.99,143,3,6.38,170.5,76.91,471.62,0,9.22714E+19,2.21618E-10,3.79599E-10,-9.654395035,-9.420675296,4.93028E+14,0.015631819,66.173,5.67
NGC6946,5.52,3.37,146,2,7.55,177.07,72.44,404.45,0,1.03998E+20,2.04965E-10,3.5249E-10,-9.688320111,-9.452853016,5.43175E+14,0.017221768,66.173,5.67
NGC6946,5.52,3.74,154,2,10.54,180.71,68.77,348.88,0,1.15416E+20,2.05482E-10,3.2488E-10,-9.687226082,-9.488276693,5.96035E+14,0.018897764,66.173,5.67
NGC6946,5.52,4.12,161,1,12.86,184.13,65.52,319.37,0,1.27143E+20,2.03872E-10,3.01724E-10,-9.690641386,-9.520390687,6.49145E+14,0.020581652,66.173,5.67
NGC6946,5.52,4.4,167,2,13.54,187.91,63.4,300.02,0,1.35784E+20,2.05392E-10,2.90999E-10,-9.687415656,-9.536107938,6.83091E+14,0.021657912,66.173,5.67
NGC6946,5.52,4.77,173,2,14.41,193.15,60.89,267.87,0,1.47202E+20,2.03319E-10,2.80038E-10,-9.691822095,-9.552783528,7.25018E+14,0.022987261,66.173,5.67
NGC6946,5.52,5.15,176,4,17.51,197.95,58.6,241.97,0,1.58929E+20,1.94905E-10,2.70088E-10,-9.710177815,-9.568495249,7.67095E+14,0.024321341,66.173,5.67
NGC6946,5.52,5.52,178,5,20.8,204.45,56.6,207.99,0,1.70347E+20,1.85997E-10,2.66726E-10,-9.730494995,-9.573934885,7.99162E+14,0.025338054,66.173,5.67
NGC6946,5.52,5.89,180,3,23.41,204.89,54.8,141.7,0,1.81765E+20,1.78252E-10,2.50493E-10,-9.748966206,-9.601204217,8.51839E+14,0.027008224,66.173,5.67
NGC6946,5.52,6.17,179,4,25.15,201.57,53.54,126.19,0,1.90406E+20,1.68277E-10,2.31765E-10,-9.773975024,-9.634951892,9.06393E+14,0.028737885,66.173,5.67
NGC6946,5.52,6.55,180,5,27.66,200.86,51.96,123.94,0,2.02133E+20,1.60291E-10,2.16737E-10,-9.795092212,-9.664067371,9.65722E+14,0.030618972,66.173,5.67
NGC6946,5.52,6.92,181,4,31.15,201.34,50.55,98.46,0,2.13551E+20,1.53411E-10,2.06337E-10,-9.814144866,-9.685423808,1.01733E+15,0.03225531,66.173,5.67
NGC6946,5.52,7.3,179,4,34.05,198.33,49.22,72.51,0,2.25278E+20,1.42229E-10,1.90506E-10,-9.84701272,-9.720091452,1.08744E+15,0.034478108,66.173,5.67
NGC6946,5.52,7.58,179,2,34.92,194.96,48.3,60.13,0,2.33919E+20,1.36975E-10,1.77676E-10,-9.863359065,-9.750371845,1.14741E+15,0.036379506,66.173,5.67
NGC6946,5.52,7.95,179,1,35.89,189.92,47.17,49.35,0,2.45337E+20,1.306E-10,1.6134E-10,-9.884056988,-9.792257554,1.23313E+15,0.039097466,66.173,5.67
NGC6946,5.52,8.33,178,1,37.34,184.93,46.08,46.41,0,2.57064E+20,1.23253E-10,1.46721E-10,-9.909200919,-9.833506696,1.32365E+15,0.041967405,66.173,5.67
NGC6946,5.52,8.7,177,2,38.88,182.77,45.09,46.83,0,2.68482E+20,1.16689E-10,1.37624E-10,-9.932968642,-9.861305017,1.39672E+15,0.04428416,66.173,5.67
NGC6946,5.52,9.08,176,2,39.08,181.24,44.13,41.04,0,2.80209E+20,1.10546E-10,1.29627E-10,-9.956456435,-9.887304353,1.47026E+15,0.04661561,66.173,5.67
NGC6946,5.52,9.36,173,3,38.4,179.87,43.47,35.55,0,2.8885E+20,1.03614E-10,1.23654E-10,-9.984579564,-9.907791717,1.52838E+15,0.04845851,66.173,5.67
NGC6946,5.52,9.73,172,2,37.72,177.19,42.63,30.1,0,3.00268E+20,9.85254E-11,1.15352E-10,-10.00645187,-9.937975873,1.6134E+15,0.051154121,66.173,5.67
NGC6946,5.52,10.1,172,2,37.43,174.69,41.85,25.97,0,3.11686E+20,9.4916E-11,1.08022E-10,-10.0226604,-9.966486775,1.69864E+15,0.053856775,66.173,5.67
NGC6946,5.52,10.48,170,2,37.14,171.99,41.08,22.33,0,3.23413E+20,8.93595E-11,1.00947E-10,-10.04885936,-9.995907193,1.78991E+15,0.056750607,66.173,5.67
NGC6946,5.52,10.76,171,2,36.66,170.15,40.54,19.9,0,3.32054E+20,8.80611E-11,9.61847E-11,-10.05521597,-10.01689409,1.85802E+15,0.058910058,66.173,5.67
NGC6946,5.52,11.13,174,2,35.89,167.51,39.86,17.13,0,3.43472E+20,8.8147E-11,9.007E-11,-10.05479259,-10.04541974,1.95279E+15,0.061914693,66.173,5.67
NGC6946,5.52,11.51,174,2,36.08,164.95,39.2,14.62,0,3.55199E+20,8.52368E-11,8.45919E-11,-10.06937275,-10.07267145,2.04914E+15,0.06496952,66.173,5.67
NGC6946,5.52,11.88,175,2,36.76,162.35,38.58,12.58,0,3.66617E+20,8.35341E-11,7.96397E-11,-10.07813626,-10.09887061,2.14556E+15,0.068026762,66.173,5.67
NGC6946,5.52,12.26,174,2,37.82,159.81,37.98,10.77,0,3.78344E+20,8.00225E-11,7.50959E-11,-10.0967879,-10.12438353,2.24458E+15,0.071166117,66.173,5.67
NGC6946,5.52,12.54,173,6,38.79,158,37.55,9.59,0,3.86984E+20,7.7339E-11,7.20408E-11,-10.11160125,-10.14242146,2.3177E+15,0.073484505,66.173,5.67
NGC6946,5.52,12.91,173,6,40.14,155.62,37.01,8.27,0,3.98403E+20,7.51225E-11,6.8269E-11,-10.12422996,-10.16577651,2.41574E+15,0.076592747,66.173,5.67
NGC6946,5.52,13.29,173,8,42.08,153.17,36.48,7.06,0,4.10129E+20,7.29745E-11,6.47663E-11,-10.1368287,-10.18865088,2.51644E+15,0.079785543,66.173,5.67
NGC6946,5.52,13.66,175,9,44.01,150.89,35.98,6.08,0,4.21548E+20,7.2649E-11,6.16757E-11,-10.13877052,-10.20988609,2.61437E+15,0.082890482,66.173,5.67
NGC6946,5.52,14.03,174,9,45.46,148.68,35.5,5.22,0,4.32966E+20,6.9927E-11,5.87404E-11,-10.1553551,-10.23106276,2.71493E+15,0.086078857,66.173,5.67
NGC6946,5.52,14.31,171,9,46.53,147.06,35.16,4.65,0,4.41607E+20,6.6215E-11,5.66747E-11,-10.17904333,-10.24661097,2.79141E+15,0.08850373,66.173,5.67
NGC6946,5.52,14.69,167,8,45.94,144.87,34.7,3.99,0,4.53333E+20,6.15198E-11,5.36071E-11,-10.21098478,-10.27077766,2.90802E+15,0.092201078,66.173,5.67
NGC6946,5.52,15.06,165,7,44.59,142.8,34.27,3.42,0,4.64752E+20,5.85797E-11,5.0682E-11,-10.23225301,-10.29514625,3.02819E+15,0.096011196,66.173,5.67
NGC6946,5.52,15.44,163,8,44.01,140.8,33.84,2.94,0,4.76478E+20,5.57612E-11,4.80749E-11,-10.25366801,-10.31808134,3.1482E+15,0.099816098,66.173,5.67
NGC6946,5.52,15.72,162,8,44.2,139.35,33.54,2.61,0,4.85119E+20,5.4098E-11,4.63742E-11,-10.26681843,-10.33372397,3.23434E+15,0.10254737,66.173,5.67
NGC6946,5.52,16.09,161,9,33.85,137.46,33.15,2.25,0,4.96537E+20,5.22035E-11,4.25748E-11,-10.28230021,-10.37084705,3.41507E+15,0.1082774,66.173,5.67
NGC6946,5.52,16.47,159,10,33.85,135.59,32.77,1.93,0,5.08264E+20,4.97399E-11,4.05386E-11,-10.30329527,-10.39213074,3.54087E+15,0.11226605,66.173,5.67
NGC6946,5.52,16.84,158,10,33.85,133.88,32.41,1.65,0,5.19682E+20,4.8037E-11,3.87161E-11,-10.31842383,-10.4121082,3.66373E+15,0.116161287,66.173,5.67
NGC6946,5.52,17.21,157,10,33.85,132.2,32.06,1.42,0,5.31101E+20,4.64112E-11,3.69996E-11,-10.33337749,-10.43180305,3.7887E+15,0.120123571,66.173,5.67
NGC6946,5.52,17.5,157,10,33.85,130.89,31.79,1.26,0,5.4005E+20,4.56421E-11,3.57164E-11,-10.34063467,-10.44713284,3.88851E+15,0.123288258,66.173,5.67
NGC6946,5.52,17.87,157,9,33.85,129.3,31.46,1.09,0,5.51468E+20,4.4697E-11,3.41888E-11,-10.34972117,-10.46611596,4.01623E+15,0.127337561,66.173,5.67
NGC6946,5.52,18.24,160,11,33.85,127.8,31.14,0.93,0,5.62886E+20,4.54799E-11,3.27746E-11,-10.34218079,-10.48446294,4.14421E+15,0.131395399,66.173,5.67
NGC6946,5.52,18.62,159,12,33.85,126.3,30.82,0.8,0,5.74613E+20,4.39966E-11,3.14079E-11,-10.35658135,-10.50296132,4.27729E+15,0.1356147,66.173,5.67
NGC6946,5.52,18.9,160,14,33.85,125.2,30.59,0.71,0,5.83254E+20,4.38917E-11,3.0444E-11,-10.35761776,-10.51649766,4.37701E+15,0.138776523,66.173,5.67
NGC6946,5.52,19.27,158,16,33.85,123.92,30.3,0.61,0,5.94672E+20,4.19794E-11,2.92936E-11,-10.37696346,-10.53322752,4.5056E+15,0.142853501,66.173,5.67
NGC6946,5.52,19.65,155,18,33.85,122.75,30,0.52,0,6.06399E+20,3.96191E-11,2.82213E-11,-10.40209508,-10.54942256,4.63544E+15,0.146970045,66.173,5.67
NGC6946,5.52,20.02,157,19,33.85,121.08,29.72,0,0,6.17817E+20,3.98969E-11,2.70136E-11,-10.39906069,-10.56841752,4.78232E+15,0.151627184,66.173,5.67
NGC6946,5.52,20.4,154,21,33.85,119.5,29.44,0,0,6.29544E+20,3.76717E-11,2.58803E-11,-10.42398465,-10.58703073,4.93206E+15,0.156374784,66.173,5.67
NGC7331,14.7,2.67,221,20,-12.02,317.9,136.84,2029.41,0,8.23962E+19,5.92758E-10,1.45553E-09,-9.227122636,-8.836979074,2.37927E+14,0.007543648,250.631,11.067
NGC7331,14.7,3.21,237,13,-12.52,344.05,124.77,1695.43,0,9.90606E+19,5.67017E-10,1.35366E-09,-9.246404262,-8.868489322,2.70517E+14,0.008576961,250.631,11.067
NGC7331,14.7,3.74,249,8,-12.91,365.51,115.63,1209.56,0,1.15416E+20,5.37194E-10,1.27481E-09,-9.26986883,-8.894552932,3.00892E+14,0.009540004,250.631,11.067
NGC7331,14.7,4.27,250,5,-12.71,368.89,108.22,879.42,0,1.31772E+20,4.74303E-10,1.12279E-09,-9.323943779,-8.949700184,3.4258E+14,0.010861762,250.631,11.067
NGC7331,14.7,4.81,253,5,-11.52,367.77,101.96,718.98,0,1.48437E+20,4.31221E-10,9.82125E-10,-9.365299956,-9.007833147,3.88765E+14,0.012326091,250.631,11.067
NGC7331,14.7,5.35,257,5,-9.56,371.23,96.68,558.39,0,1.65101E+20,4.00052E-10,8.91879E-10,-9.397883457,-9.04969402,4.30251E+14,0.013641439,250.631,11.067
NGC7331,14.7,5.88,257,5,-6.26,365.05,92.22,415.53,0,1.81457E+20,3.63993E-10,7.81482E-10,-9.438907001,-9.107081034,4.81867E+14,0.015277963,250.631,11.067
NGC7331,14.7,6.41,257,5,4.8,360.1,88.33,334.62,0,1.97813E+20,3.33897E-10,6.95088E-10,-9.476387705,-9.157959974,5.33466E+14,0.016913959,250.631,11.067
NGC7331,14.7,7.48,257,5,12.22,345.54,81.76,196.95,0,2.30833E+20,2.86134E-10,5.46854E-10,-9.543431273,-9.26212834,6.497E+14,0.020599242,250.631,11.067
NGC7331,14.7,8.55,255,5,16.59,324.23,76.48,125.71,0,2.63853E+20,2.46444E-10,4.21634E-10,-9.608281676,-9.375063924,7.91066E+14,0.025081372,250.631,11.067
NGC7331,14.7,9.62,248,6,22.45,311.29,72.1,108.76,0,2.96873E+20,2.07173E-10,3.45615E-10,-9.683667632,-9.461407224,9.26807E+14,0.029385117,250.631,11.067
NGC7331,14.7,10.66,247,6,28.21,299.93,68.49,79.7,0,3.28968E+20,1.85456E-10,2.90134E-10,-9.73175922,-9.537401359,1.06482E+15,0.03376102,250.631,11.067
NGC7331,14.7,11.74,246,6,33.77,288.64,65.26,68.87,0,3.62296E+20,1.67035E-10,2.44861E-10,-9.777193804,-9.611080032,1.21639E+15,0.03856651,250.631,11.067
NGC7331,14.7,12.83,244,6,38.94,280.42,62.43,55.08,0,3.95934E+20,1.50369E-10,2.12281E-10,-9.822842925,-9.673088969,1.3657E+15,0.043300617,250.631,11.067
